iter	Logloss
197	0.5392573585
198	0.5392555749
199	0.5391689535
200	0.5388081605
201	0.5383216461
202	0.5379499042
203	0.5373730509
204	0.5370566521
205	0.5360811798
206	0.5360806448
207	0.5360802044
208	0.5360094735
209	0.5350953656
210	0.534055917
211	0.5340556911
212	0.5338082573
213	0.5332930707
214	0.5331899743
215	0.5330986187
216	0.5330871262
217	0.5330860596
218	0.5330754081
219	0.5330756463
220	0.5330751089
221	0.5327239804
222	0.532143829
223	0.5313356558
224	0.5313357948
225	0.5311455667
226	0.5307478113
227	0.5307475923
228	0.530747935
229	0.5306893125
230	0.5301202891
231	0.5297421601
232	0.5292540214
233	0.5291333169
234	0.5291141401
235	0.5290342543
236	0.5288574437
237	0.5285425599
238	0.5281256388
239	0.5279447197
240	0.5276318219
241	0.5275415624
242	0.5274205371
243	0.5271854907
244	0.5270856812
245	0.5270857439
246	0.5269497207
247	0.5269498529
248	0.5265177381
249	0.5258296864
250	0.525749762
251	0.5254625284
252	0.5251991764
253	0.525191986
254	0.525191731
255	0.5242310429
256	0.5239417065
257	0.5234596136
258	0.5233926502
259	0.5230732164
260	0.5230488027
261	0.5223064695
262	0.5221843232
263	0.5217482482
264	0.5214566307
265	0.5205875732
266	0.519774997
267	0.5192978431
268	0.5191706719
269	0.5188043887
270	0.5188046538
271	0.5185646835
272	0.5181631461
273	0.5177040054
274	0.5176880667
275	0.5176879251
276	0.5174881875
277	0.5173777728
278	0.5171258292
279	0.5167522202
280	0.5167521867
281	0.5160175707
282	0.5160152346
283	0.5160150234
284	0.5159346333
285	0.5156704153
286	0.5156703804
287	0.5154022142
288	0.5153531876
289	0.5151281821
290	0.51512825
291	0.514894479
292	0.5146698103
293	0.5144766272
294	0.5138736903
295	0.5133520251
296	0.5133299748
297	0.5128009828
298	0.5124334976
299	0.5121083238
300	0.5115377396
301	0.5114552898
302	0.5109191052
303	0.5109191762
304	0.5106094299
305	0.5104424091
306	0.5101117867
307	0.5098823331
308	0.5093837626
309	0.5090667213
310	0.5089137997
311	0.5084874949
312	0.5082859131
313	0.5079757413
314	0.5075179417
315	0.507407125
316	0.5072676869
317	0.5068543052
318	0.5064007538
319	0.5059752627
320	0.5057635773
321	0.5055328954
322	0.5053749723
323	0.5049711779
324	0.5046828006
325	0.5046170442
326	0.5045831476
327	0.504256814
328	0.5041488395
329	0.5036142108
330	0.5032095189
331	0.5028273818
332	0.5024274154
333	0.5020688494
334	0.5017718244
335	0.5012624449
336	0.5009089885
337	0.5007206458
338	0.5004326614
339	0.5001053065
340	0.4996419669
341	0.4992855768
342	0.4989872626
343	0.4987200098
344	0.4985888832
345	0.4983971379
346	0.4980947777
347	0.4979683251
348	0.4976749173
349	0.4973380573
350	0.4970348826
351	0.4967634166
352	0.4965166823
353	0.4963021861
354	0.4961359275
355	0.4960081695
356	0.4957730704
357	0.4956621883
358	0.4953344649
359	0.4948292675
360	0.4944269365
361	0.4941227172
362	0.4939306916
363	0.4937394555
364	0.4934453387
365	0.4931867374
366	0.4928138184
367	0.4925907801
368	0.4922376662
369	0.4919069906
370	0.4915984012
371	0.4913614609
372	0.4911704776
373	0.4909388998
374	0.4907730733
375	0.4905039936
376	0.4902547379
377	0.4900172026
378	0.4897977042
379	0.4895452138
380	0.4893681617
381	0.489205474
382	0.4890465444
383	0.4888214005
384	0.4886051753
385	0.4881201741
386	0.4878553934
387	0.4876866267
388	0.4874820571
389	0.4873473706
390	0.4871546928
391	0.4869261791
392	0.4866763324
393	0.4863986365
394	0.4862524566
395	0.4859920884
396	0.4857253181
397	0.4854760719
398	0.4853378177
399	0.485145721
400	0.4849001063
401	0.4847031295
402	0.4845186368
403	0.4842754111
404	0.4840881871
405	0.4838620909
406	0.4836841649
407	0.4834601079
408	0.4832211435
409	0.4829360283
410	0.482795493
411	0.4825872207
412	0.4823326305
413	0.4821323934
414	0.4820177283
415	0.4818708265
416	0.4816906349
417	0.48154175
418	0.4813589406
419	0.4812537098
420	0.4811157104
421	0.4809799164
422	0.4807603644
423	0.4805291452
424	0.480394673
425	0.4802697548
426	0.4800591532
427	0.4798623139
428	0.4794819482
429	0.4792733084
430	0.4790858165
431	0.4789037939
432	0.4787166471
433	0.478539393
434	0.4782854005
435	0.4781620394
436	0.4779751532
437	0.477790702
438	0.4776273345
439	0.4774047801
440	0.4772803171
441	0.4771069234
442	0.4769674178
443	0.476837104
444	0.4767062166
445	0.4766037772
446	0.4764359334
447	0.4762090676
448	0.4760542861
449	0.4759135783
450	0.4757480445
451	0.4755445042
452	0.4753793695
453	0.4752209561
454	0.4750730346
455	0.4749194415
456	0.474802411
457	0.47464656
458	0.474528945
459	0.4743936678
460	0.4742575086
461	0.4741455652
462	0.4740394843
463	0.4739073656
464	0.4738066739
465	0.4735884437
466	0.4734652581
467	0.4732364391
468	0.4728400715
469	0.4727186567
470	0.4726044345
471	0.472492987
472	0.4723783024
473	0.4722712993
474	0.4721721633
475	0.4720288486
476	0.4718952906
477	0.4717626894
478	0.4716624245
479	0.4715018293
480	0.4713437332
481	0.4710154104
482	0.4708695972
483	0.4705368688
484	0.4704179687
485	0.47032226
486	0.470099779
487	0.4699854552
488	0.46987792
489	0.4697870636
490	0.469689032
491	0.4695893518
492	0.4694915755
493	0.4692915162
494	0.4690940005
495	0.4689375803
496	0.4688090433
497	0.4687088849
498	0.4686143124
499	0.4684328097
500	0.4682906908
501	0.4681904567
502	0.4680395442
503	0.4678719992
504	0.4678011034
505	0.4675420009
506	0.4674350005
507	0.4673027108
508	0.4672051267
509	0.4670616038
510	0.466970784
511	0.4668485119
512	0.4667151674
513	0.4666478936
514	0.4665259921
515	0.4664556748
516	0.4663714261
517	0.4662922991
518	0.4662331124
519	0.4661297598
520	0.4660051532
521	0.4659396972
522	0.4657664276
523	0.4656582161
524	0.4654846713
525	0.465386696
526	0.4652926926
527	0.4652013165
528	0.4651144448
529	0.4650338032
530	0.4648844789
531	0.4647975441
532	0.4646875939
533	0.4645875221
534	0.4645031644
535	0.4643959601
536	0.4643170125
537	0.4642109755
538	0.4641220548
539	0.4639972554
540	0.4639320223
541	0.4638407897
542	0.463767024
543	0.4636976838
544	0.4636037473
545	0.4635400845
546	0.4634282
547	0.4633259929
548	0.4632051472
549	0.463037359
550	0.462927789
551	0.4627756293
552	0.4626744229
553	0.4625155581
554	0.4624246148
555	0.4623417613
556	0.4622245333
557	0.4621154486
558	0.4620432674
559	0.4618591464
560	0.4617536822
561	0.4616240083
562	0.461560158
563	0.461493364
564	0.461435614
565	0.4613243398
566	0.4612305248
567	0.4611488637
568	0.4610708825
569	0.4609648892
570	0.4608641176
571	0.4608022221
572	0.460710927
573	0.4606136931
574	0.4605330153
575	0.4604643316
576	0.4603204267
577	0.4600486603
578	0.459964573
579	0.4598597006
580	0.459777615
581	0.4597165806
582	0.4596549283
583	0.459512412
584	0.4594391532
585	0.4593455823
586	0.4592638162
587	0.4592005377
588	0.4591235225
589	0.4590233152
590	0.4589540421
591	0.4588031988
592	0.4587160275
593	0.4586326234
594	0.4585569493
595	0.4584906098
596	0.45836563
597	0.4582855075
598	0.4582212467
599	0.4580325339
600	0.4579322899
601	0.4578627372
602	0.457764783
603	0.4577008531
604	0.4576411015
605	0.4575827386
606	0.4575097366
607	0.4574285281
608	0.4573720864
609	0.4572955238
610	0.4572380363
611	0.4571828902
612	0.4571165272
613	0.4570582008
614	0.457004676
615	0.4569291041
616	0.4567279005
617	0.456636356
618	0.4564039805
619	0.456324335
620	0.45625881
621	0.4561972255
622	0.4561284066
623	0.456063228
624	0.4560102926
625	0.455928898
626	0.4558670246
627	0.4557765381
628	0.4557083898
629	0.4556380998
630	0.4555592649
631	0.4554956802
632	0.4554229227
633	0.455356284
634	0.4552698671
635	0.4552182563
636	0.4551650667
637	0.4551217709
638	0.4550291569
639	0.4549606361
640	0.4548959488
641	0.4548077366
642	0.4547378561
643	0.4546745981
644	0.4546204273
645	0.4545556453
646	0.4544947207
647	0.4544308294
648	0.4543784519
649	0.454310688
650	0.4542506446
651	0.4541952641
652	0.454128765
653	0.4539634684
654	0.4538891489
655	0.4538382902
656	0.453777313
657	0.4537011476
658	0.453642293
659	0.4535711467
660	0.4535053147
661	0.4534594349
662	0.4533671929
663	0.4533043538
664	0.4532423145
665	0.4531584256
666	0.4530995891
667	0.4530589789
668	0.4530017031
669	0.452895863
670	0.4527972557
671	0.4527100718
672	0.4526548665
673	0.4526142303
674	0.4525543009
675	0.4524860385
676	0.4524378322
677	0.4523935677
678	0.4523369718
679	0.4522847588
680	0.452211005
681	0.4521294733
682	0.4520737173
683	0.4518969819
684	0.4518440896
685	0.4517907077
686	0.4517201532
687	0.4516595651
688	0.4515803765
689	0.4514227383
690	0.4513585929
691	0.4512831588
692	0.4512346559
693	0.4511758324
694	0.4511208606
695	0.4510607186
696	0.4510026972
697	0.4509619667
698	0.4509002274
699	0.4508431251
700	0.45079592
701	0.4507460441
702	0.4506800879
703	0.4506186984
704	0.4505599012
705	0.4505042626
706	0.4504550604
707	0.4503800307
708	0.4503246152
709	0.4502556377
710	0.4502004546
711	0.4500740845
712	0.4500093756
713	0.4499558174
714	0.449910675
715	0.4498588142
716	0.449767299
717	0.4495940428
718	0.4495439518
719	0.4495057676
720	0.4494446989
721	0.4493882617
722	0.4493350776
723	0.4492948246
724	0.449240238
725	0.4491905462
726	0.4491394264
727	0.4490475572
728	0.4489716655
729	0.4489247018
730	0.4488876809
731	0.4488169103
732	0.4487742067
733	0.4487214459
734	0.4486652968
735	0.4485973338
736	0.4485410737
737	0.4484904318
738	0.4484372672
739	0.4483853516
740	0.4483448748
741	0.4482957837
742	0.448245919
743	0.4481996636
744	0.4481534919
745	0.4481121074
746	0.4480643467
747	0.4480201216
748	0.4479820922
749	0.447930263
750	0.4478788818
751	0.4478303562
752	0.447786535
753	0.4477382253
754	0.4476924992
755	0.4476509111
756	0.4476019198
757	0.4475430498
758	0.4474878262
759	0.4474410614
760	0.4473629124
761	0.4473167558
762	0.4472726119
763	0.4472267523
764	0.4471810256
765	0.4471116611
766	0.4470749947
767	0.4470341218
768	0.4469901727
769	0.4468412002
770	0.4468132559
771	0.4467752325
772	0.4467316322
773	0.4466872653
774	0.4466517363
775	0.4466051594
776	0.4465609881
777	0.4465180559
778	0.4464784278
779	0.4464430524
780	0.4464094436
781	0.4463612535
782	0.4463266337
783	0.4462825426
784	0.4462446372
785	0.4462074257
786	0.4461631989
787	0.4461313681
788	0.446096275
789	0.4460367566
790	0.4460051303
791	0.445963427
792	0.4459236065
793	0.4458801659
794	0.4458381096
795	0.4456924446
796	0.4456465882
797	0.4456084286
798	0.4454456039
799	0.4454051679
800	0.4453420488
801	0.4452689763
802	0.4452174294
803	0.4451815575
804	0.4451418199
805	0.4450966324
806	0.4450541247
807	0.4450228919
808	0.4449955453
809	0.4449541405
810	0.4449077072
811	0.4448664106
812	0.4448319492
813	0.444790873
814	0.4447521209
815	0.4447137731
816	0.444682662
817	0.4445963507
818	0.4445544366
819	0.4445145641
820	0.4444759564
821	0.4443288916
822	0.4442827404
823	0.4442465349
824	0.4442052703
825	0.4441682843
826	0.444130623
827	0.4441006955
828	0.4440385993
829	0.4440068429
830	0.4439659506
831	0.4439287755
832	0.443898965
833	0.4437521489
834	0.4437231635
835	0.4436984936
836	0.4436497289
837	0.4436252396
838	0.443586399
839	0.4435453281
840	0.4435060237
841	0.4434477866
842	0.4434144301
843	0.4433610687
844	0.4432836061
845	0.4432435972
846	0.4432162281
847	0.4431774414
848	0.4431497336
849	0.4431237593
850	0.4430696264
851	0.4430027591
852	0.4429659804
853	0.4429339067
854	0.4428987907
855	0.442863353
856	0.4428134747
857	0.4427462292
858	0.4427098969
859	0.4426715694
860	0.4426139324
861	0.4425776337
862	0.4425422983
863	0.4424401657
864	0.4424166835
865	0.4423925735
866	0.4423628141
867	0.4423269487
868	0.4422931568
869	0.4422315504
870	0.4420056524
871	0.4419698412
872	0.4419335903
873	0.4418982449
874	0.4418803008
875	0.4418465225
876	0.4418135664
877	0.4417790435
878	0.4417474829
879	0.4417060131
880	0.4416721781
881	0.441648588
882	0.4416096834
883	0.4415720186
884	0.4415335479
885	0.4415095756
886	0.4414808588
887	0.4414496776
888	0.4414141193
889	0.4413830628
890	0.4413470153
891	0.4413158796
892	0.4412878325
893	0.4412330026
894	0.4411655533
895	0.4411326162
896	0.4411059453
897	0.4410518256
898	0.44102092
899	0.4409668332
900	0.4409308142
901	0.4408905105
902	0.4408644791
903	0.4408387566
904	0.4408157334
905	0.4407944789
906	0.4407673743
907	0.4407146917
908	0.440668951
909	0.4406324746
910	0.4405959543
911	0.44056477
912	0.4405312676
913	0.440481525
914	0.440435034
915	0.4404064561
916	0.4403731303
917	0.4403467661
918	0.4403027024
919	0.4402726629
920	0.4402436018
921	0.440211137
922	0.4401776727
923	0.4401570007
924	0.4401367546
925	0.4401093202
926	0.4400809989
927	0.4400602585
928	0.4400152486
929	0.4399806199
930	0.4399442883
931	0.4399238734
932	0.4398826843
933	0.4398553815
934	0.4398239551
935	0.4397645519
936	0.439731626
937	0.4397033388
938	0.4396742543
939	0.4396388151
940	0.4396102717
941	0.4395856876
942	0.4395588628
943	0.4395358921
944	0.439504268
945	0.439450464
946	0.4394203135
947	0.43937446
948	0.4393323587
949	0.4392932404
950	0.4392682811
951	0.4392079181
952	0.4391787111
953	0.4391585382
954	0.4391247911
955	0.4390957283
956	0.4390711073
957	0.4390336009
958	0.4390109925
959	0.4389590549
960	0.4389266426
961	0.4388903992
962	0.4388706571
963	0.4388458452
964	0.4387977982
965	0.4387696091
966	0.4386911132
967	0.4386578949
968	0.4386282631
969	0.4385995913
970	0.4385700764
971	0.4385356434
972	0.4385071762
973	0.4384808208
974	0.4384481039
975	0.4384304966
976	0.4384054518
977	0.4383675937
978	0.4383439194
979	0.4383137782
980	0.4382774095
981	0.4382377324
982	0.4382079235
983	0.4381607818
984	0.4381319846
985	0.4381084184
986	0.4379989876
987	0.4379607793
988	0.4379372314
989	0.4379073347
990	0.437856203
991	0.4378271069
992	0.4378009027
993	0.4377517144
994	0.4377223397
995	0.4376975708
996	0.4376730865
997	0.4376458814
998	0.4376240037
999	0.4375999623
1000	0.4375748667
1001	0.4375502677
1002	0.4375284042
1003	0.4374983326
1004	0.4374724356
1005	0.4374485802
1006	0.4374106152
1007	0.4373894896
1008	0.4373677132
1009	0.4373415545
1010	0.4373212356
1011	0.4372966421
1012	0.4372710047
1013	0.4372481095
1014	0.4370354114
1015	0.4370115748
1016	0.4369915459
1017	0.4369090411
1018	0.4368710408
1019	0.4368504916
1020	0.4368234826
1021	0.4368042828
1022	0.4367697884
1023	0.4367112325
1024	0.4366823095
1025	0.4366314205
1026	0.4365892866
1027	0.4365646924
1028	0.4365411465
1029	0.4365176039
1030	0.4364982015
1031	0.4364773836
1032	0.4364511061
1033	0.4364203875
1034	0.4363838689
1035	0.4363483783
1036	0.4363219515
1037	0.4362857719
1038	0.436263958
1039	0.4362443777
1040	0.4362189377
1041	0.4361948281
1042	0.4361758009
1043	0.4361501175
1044	0.4361131372
1045	0.4360867385
1046	0.4360637173
1047	0.4360434474
1048	0.4360221972
1049	0.435999854
1050	0.4359783642
1051	0.4359573569
1052	0.4358714573
1053	0.4358531726
1054	0.435809242
1055	0.4357855182
1056	0.4357599435
1057	0.43574153
1058	0.4357220315
1059	0.435712978
1060	0.4356901135
1061	0.4356117378
1062	0.4355934607
1063	0.4355751886
1064	0.4355517665
1065	0.4355359288
1066	0.4355193108
1067	0.4354830233
1068	0.4354635996
1069	0.4354395591
1070	0.4354068461
1071	0.4353828178
1072	0.4353606238
1073	0.4353410419
1074	0.4353188916
1075	0.4352980557
1076	0.4352739368
1077	0.4352416082
1078	0.4352091575
1079	0.4351827317
1080	0.4351632031
1081	0.4351432974
1082	0.4351326325
1083	0.4351086747
1084	0.4350899797
1085	0.4350680222
1086	0.4350355194
1087	0.4350146524
1088	0.4349960502
1089	0.434968499
1090	0.4349446696
1091	0.4349241908
1092	0.4349061266
1093	0.4348875886
1094	0.4348596841
1095	0.4348417147
1096	0.434801324
1097	0.4347864619
1098	0.4347656089
1099	0.4347439607
1100	0.4347247726
1101	0.4346890056
1102	0.4346686047
1103	0.4346543062
1104	0.4346401017
1105	0.434621075
1106	0.4345985982
1107	0.4345818372
1108	0.4345638728
1109	0.4345434303
1110	0.4345272566
1111	0.4345045501
1112	0.4344813279
1113	0.4344631293
1114	0.4344422499
1115	0.4344212064
1116	0.4344005889
1117	0.434378582
1118	0.4343584423
1119	0.4343392993
1120	0.4343154341
1121	0.4342837486
1122	0.4342604761
1123	0.4342387004
1124	0.4342217563
1125	0.4342042533
1126	0.4341826946
1127	0.4341501919
1128	0.4341204941
1129	0.4340979879
1130	0.4340772314
1131	0.4340339893
1132	0.4339944433
1133	0.4339780971
1134	0.433958291
1135	0.4339216991
1136	0.4338968846
1137	0.4338829065
1138	0.433868073
1139	0.4338504936
1140	0.4338217398
1141	0.4337993484
1142	0.4337780883
1143	0.4337635058
1144	0.4337423487
1145	0.4337155642
1146	0.4336968009
1147	0.433677218
1148	0.4336604026
1149	0.4336408779
1150	0.4335470726
1151	0.4335305852
1152	0.4335111571
1153	0.4334945681
1154	0.4334746491
1155	0.433459285
1156	0.4334436051
1157	0.4334236556
1158	0.4333966241
1159	0.4333569035
1160	0.4333379411
1161	0.433314498
1162	0.4332955681
1163	0.4332752412
1164	0.433260341
1165	0.4332404084
1166	0.4332114378
1167	0.4331884933
1168	0.4331739795
1169	0.4331547617
1170	0.4331370156
1171	0.4331202889
1172	0.4331005981
1173	0.4330813565
1174	0.4330630571
1175	0.4330426313
1176	0.4330267499
1177	0.4329400346
1178	0.4329204777
1179	0.4328949875
1180	0.4328819773
1181	0.4328596222
1182	0.4328418665
1183	0.4328242847
1184	0.4328004883
1185	0.4327828907
1186	0.4327581687
1187	0.4327219228
1188	0.4327037904
1189	0.4326875153
1190	0.4326642523
1191	0.4326426719
1192	0.4326112384
1193	0.4325891622
1194	0.4325561089
1195	0.4325376008
1196	0.4325206681
1197	0.4325045953
1198	0.4324855149
1199	0.43247057
1200	0.4324529734
1201	0.4324403446
1202	0.4324249827
1203	0.4323721053
1204	0.4323530044
1205	0.4322929776
1206	0.4322755699
1207	0.4322573039
1208	0.4322399417
1209	0.4322217776
1210	0.4322039207
1211	0.4321872458
1212	0.43216367
1213	0.4321472991
1214	0.432132142
1215	0.4321139379
1216	0.4320878132
1217	0.4320732625
1218	0.4320465614
1219	0.4320201537
1220	0.4320067268
1221	0.431990656
1222	0.4319766598
1223	0.4319476903
1224	0.4319323229
1225	0.4319007091
1226	0.4318736708
1227	0.431851714
1228	0.4318366299
1229	0.4318187748
1230	0.4318034799
1231	0.4317877444
1232	0.4317708385
1233	0.4317571895
1234	0.4317446197
1235	0.431726029
1236	0.4317124915
1237	0.4317018378
1238	0.4316868289
1239	0.4316596953
1240	0.4316337133
1241	0.4316166591
1242	0.4315950391
1243	0.4315801498
1244	0.4315650008
1245	0.431547539
1246	0.4315329487
1247	0.4315216312
1248	0.4315090785
1249	0.431497827
1250	0.4314783835
1251	0.4314653785
1252	0.4314402359
1253	0.4314262153
1254	0.4314112709
1255	0.4313987557
1256	0.4313889135
1257	0.431311995
1258	0.431300664
1259	0.4312864874
1260	0.4312735403
1261	0.4312610765
1262	0.4312529426
1263	0.4312281098
1264	0.431199341
1265	0.4311859457
1266	0.4311638811
1267	0.431146385
1268	0.431121139
1269	0.4311078718
1270	0.4310943993
1271	0.4310768587
1272	0.4310628156
1273	0.4310511706
1274	0.4310216312
1275	0.4310049353
1276	0.4309875834
1277	0.430971388
1278	0.4309548235
1279	0.4309419118
1280	0.4309309468
1281	0.4309098045
1282	0.4308955537
1283	0.4308859562
1284	0.4308685167
1285	0.4308436458
1286	0.4308311171
1287	0.430822026
1288	0.4308114752
1289	0.4307944411
1290	0.4307818079
1291	0.4307704873
1292	0.4307551519
1293	0.4307442586
1294	0.4307324807
1295	0.4307149618
1296	0.4306987559
1297	0.4306841021
1298	0.4306720728
1299	0.430661097
1300	0.4306081504
1301	0.4305937387
1302	0.4305909992
1303	0.430578858
1304	0.4305629139
1305	0.4305502343
1306	0.4305410577
1307	0.4305331784
1308	0.430519835
1309	0.4305082219
1310	0.4304824648
1311	0.4304714387
1312	0.4304614497
1313	0.4304448305
1314	0.4304312944
1315	0.4303997205
1316	0.43038272
1317	0.4303544089
1318	0.4303400527
1319	0.4303241204
1320	0.43030979
1321	0.4302865005
1322	0.4302765111
1323	0.4302622229
1324	0.4302324159
1325	0.430220156
1326	0.4302110306
1327	0.430195946
1328	0.4301863995
1329	0.4301714607
1330	0.4301603937
1331	0.430131563
1332	0.4301279117
1333	0.4301188355
1334	0.4301036847
1335	0.4300879431
1336	0.4300745337
1337	0.4300619384
1338	0.4300398503
1339	0.4300252744
1340	0.4300136194
1341	0.430006236
1342	0.4299907277
1343	0.4299769595
1344	0.4299619362
1345	0.4299475192
1346	0.4299326536
1347	0.4299192277
1348	0.4298942356
1349	0.429870108
1350	0.429860138
1351	0.429840729
1352	0.4298289353
1353	0.4298184696
1354	0.4298060512
1355	0.4297841403
1356	0.4297743963
1357	0.4297610845
1358	0.4297497123
1359	0.4297357949
1360	0.4297133913
1361	0.4297010525
1362	0.4296871081
1363	0.4296738236
1364	0.429657117
1365	0.4296434758
1366	0.4296393897
1367	0.4296258078
1368	0.4296148231
1369	0.4296001254
1370	0.4295876167
1371	0.4295720116
1372	0.4295559089
1373	0.4295415662
1374	0.4294758103
1375	0.4294631203
1376	0.4294477858
1377	0.429433362
1378	0.429409634
1379	0.4294012261
1380	0.4293878302
1381	0.4293783509
1382	0.4293642369
1383	0.4293536809
1384	0.4293403352
1385	0.4293283853
1386	0.4293173566
1387	0.4293054571
1388	0.4292897723
1389	0.4292756638
1390	0.4292600075
1391	0.4292486242
1392	0.4292193352
1393	0.4292026179
1394	0.429187101
1395	0.429173915
1396	0.4291620157
1397	0.4291471304
1398	0.429136709
1399	0.4291258645
1400	0.4291141554
1401	0.4290608607
