iter	Passed	Remaining
519	2083	70456
520	2087	70454
521	2091	70457
522	2096	70483
523	2099	70459
524	2103	70435
525	2107	70447
526	2112	70456
527	2118	70542
528	2122	70521
529	2127	70555
530	2133	70620
531	2138	70639
532	2142	70629
533	2145	70610
534	2152	70704
535	2156	70690
536	2160	70676
537	2164	70681
538	2167	70651
539	2170	70624
540	2174	70606
541	2177	70573
542	2181	70568
543	2185	70544
544	2190	70571
545	2195	70610
546	2199	70600
547	2203	70590
548	2206	70573
549	2210	70556
550	2213	70526
551	2217	70511
552	2220	70494
553	2223	70457
554	2227	70441
555	2231	70430
556	2234	70419
557	2238	70405
558	2242	70399
559	2246	70390
560	2252	70438
561	2257	70473
562	2261	70472
563	2265	70456
564	2268	70442
565	2273	70452
566	2277	70440
567	2280	70424
568	2284	70421
569	2288	70419
570	2293	70439
571	2298	70471
572	2303	70479
573	2308	70516
574	2312	70496
575	2316	70493
576	2319	70483
577	2324	70485
578	2328	70490
579	2332	70490
580	2337	70496
581	2340	70480
582	2344	70470
583	2349	70485
584	2352	70472
585	2357	70488
586	2364	70585
587	2368	70577
588	2372	70561
589	2375	70524
590	2379	70511
591	2383	70527
592	2387	70509
593	2391	70494
594	2394	70461
595	2397	70429
596	2401	70437
597	2405	70422
598	2408	70411
599	2413	70426
600	2424	70615
601	2428	70630
602	2432	70618
603	2436	70607
604	2440	70607
605	2444	70599
606	2449	70630
607	2454	70632
608	2459	70680
609	2464	70696
610	2468	70687
611	2472	70676
612	2476	70685
613	2480	70667
614	2484	70658
615	2488	70645
616	2492	70643
617	2496	70654
618	2502	70696
619	2506	70686
620	2509	70675
621	2513	70648
622	2517	70642
623	2521	70633
624	2524	70626
625	2529	70623
626	2533	70621
627	2536	70605
628	2539	70568
629	2543	70566
630	2546	70538
631	2549	70506
632	2553	70498
633	2557	70479
634	2560	70459
635	2564	70436
636	2567	70424
637	2571	70401
638	2575	70395
639	2578	70377
640	2582	70362
641	2587	70396
642	2591	70381
643	2596	70396
644	2600	70410
645	2604	70389
646	2607	70375
647	2611	70349
648	2615	70346
649	2618	70321
650	2622	70326
651	2625	70298
652	2629	70295
653	2633	70277
654	2636	70250
655	2640	70238
656	2644	70245
657	2648	70236
658	2652	70228
659	2657	70255
660	2661	70255
661	2666	70270
662	2669	70243
663	2674	70258
664	2678	70260
665	2682	70236
666	2686	70234
667	2689	70215
668	2693	70209
669	2697	70201
670	2701	70194
671	2704	70178
672	2710	70203
673	2713	70171
674	2716	70154
675	2719	70135
676	2724	70139
677	2728	70135
678	2731	70120
679	2735	70115
680	2740	70118
681	2745	70149
682	2749	70133
683	2752	70117
684	2756	70100
685	2760	70091
686	2764	70094
687	2768	70103
688	2772	70094
689	2775	70069
690	2780	70087
691	2785	70090
692	2791	70154
693	2798	70217
694	2804	70254
695	2808	70253
696	2811	70228
697	2814	70192
698	2817	70177
699	2821	70165
700	2824	70142
701	2829	70142
702	2832	70125
703	2835	70097
704	2839	70084
705	2843	70078
706	2847	70075
707	2851	70079
708	2856	70086
709	2859	70073
710	2863	70067
711	2867	70050
712	2871	70041
713	2874	70020
714	2879	70032
715	2882	70017
716	2887	70024
717	2891	70025
718	2895	70026
719	2899	70020
720	2903	70010
721	2907	70000
722	2911	70000
723	2915	70004
724	2919	69990
725	2923	69990
726	2926	69973
727	2930	69965
728	2934	69957
729	2938	69937
730	2941	69912
731	2944	69898
732	2948	69876
733	2952	69876
734	2955	69863
735	2960	69865
736	2964	69869
737	2968	69856
738	2972	69853
739	2976	69843
740	2979	69831
741	2983	69815
742	2986	69793
743	2990	69790
744	2994	69786
745	2998	69773
746	3002	69767
747	3005	69756
748	3010	69764
749	3014	69762
750	3018	69750
751	3022	69750
752	3025	69729
753	3030	69736
754	3033	69729
755	3038	69740
756	3042	69733
757	3045	69714
758	3049	69711
759	3054	69708
760	3057	69699
761	3061	69690
762	3065	69676
763	3069	69669
764	3073	69673
765	3077	69658
766	3080	69646
767	3084	69639
768	3088	69644
769	3093	69647
770	3097	69636
771	3100	69618
772	3104	69612
773	3108	69621
774	3113	69633
775	3118	69645
776	3123	69661
777	3127	69657
778	3131	69649
779	3135	69656
780	3140	69668
781	3145	69677
782	3148	69666
783	3152	69659
784	3157	69666
785	3161	69661
786	3164	69638
787	3168	69645
788	3172	69624
789	3175	69610
790	3178	69583
791	3183	69588
792	3186	69576
793	3190	69561
794	3193	69544
795	3197	69531
796	3201	69534
797	3205	69535
798	3209	69531
799	3214	69534
800	3217	69519
801	3221	69510
802	3225	69501
803	3228	69485
804	3232	69471
805	3235	69459
806	3240	69463
807	3243	69447
808	3247	69441
809	3251	69427
810	3254	69418
811	3259	69414
812	3262	69408
813	3265	69380
814	3269	69365
815	3272	69349
816	3277	69360
817	3281	69363
818	3285	69355
819	3289	69345
820	3292	69317
821	3295	69294
822	3299	69291
823	3302	69271
824	3305	69250
825	3309	69243
826	3313	69231
827	3318	69246
828	3322	69252
829	3326	69243
830	3330	69235
831	3334	69228
832	3338	69224
833	3342	69226
834	3346	69225
835	3350	69222
836	3354	69219
837	3358	69211
838	3364	69237
839	3367	69231
840	3371	69226
841	3376	69224
842	3380	69220
843	3383	69213
844	3388	69211
845	3391	69198
846	3395	69195
847	3400	69200
848	3403	69194
849	3407	69190
850	3414	69234
851	3418	69227
852	3422	69226
853	3426	69215
854	3429	69189
855	3433	69201
856	3437	69182
857	3440	69172
858	3444	69165
859	3448	69161
860	3453	69171
861	3457	69165
862	3460	69155
863	3464	69142
864	3468	69131
865	3471	69121
866	3478	69172
867	3482	69172
868	3488	69205
869	3492	69203
870	3496	69196
871	3499	69176
872	3504	69173
873	3507	69163
874	3512	69170
875	3516	69168
876	3521	69182
877	3525	69175
878	3528	69163
879	3532	69151
880	3536	69149
881	3541	69158
882	3545	69152
883	3550	69170
884	3553	69153
885	3557	69150
886	3560	69130
887	3564	69115
888	3568	69105
889	3571	69096
890	3575	69089
891	3580	69106
892	3585	69117
893	3588	69102
894	3592	69090
895	3598	69114
896	3602	69111
897	3605	69103
898	3609	69088
899	3612	69068
900	3616	69057
901	3620	69051
902	3624	69054
903	3628	69054
904	3632	69044
905	3636	69038
906	3640	69030
907	3643	69004
908	3646	68997
909	3650	68985
910	3655	68995
911	3659	68991
912	3662	68982
913	3666	68966
914	3669	68949
915	3673	68939
916	3676	68925
917	3680	68906
918	3683	68892
919	3687	68891
920	3692	68900
921	3698	68932
922	3701	68920
923	3705	68914
924	3710	68922
925	3713	68905
926	3717	68889
927	3720	68878
928	3724	68862
929	3727	68850
930	3731	68837
931	3734	68826
932	3738	68813
933	3741	68799
934	3745	68792
935	3749	68782
936	3753	68782
937	3757	68781
938	3761	68771
939	3764	68752
940	3767	68733
941	3771	68722
942	3774	68705
943	3778	68702
944	3782	68687
945	3785	68679
946	3789	68675
947	3794	68674
948	3799	68693
949	3803	68694
950	3807	68688
951	3810	68664
952	3814	68665
953	3818	68660
954	3822	68652
955	3826	68656
956	3830	68646
957	3834	68644
958	3837	68620
959	3840	68603
960	3844	68589
961	3848	68580
962	3851	68565
963	3854	68553
964	3858	68542
965	3862	68532
966	3866	68535
967	3870	68528
968	3874	68521
969	3877	68509
970	3881	68491
971	3884	68471
972	3887	68462
973	3891	68454
974	3895	68445
975	3898	68432
976	3902	68428
977	3906	68420
978	3910	68408
979	3914	68403
980	3917	68382
981	3920	68375
982	3925	68376
983	3929	68376
984	3933	68373
985	3938	68383
986	3941	68363
987	3945	68356
988	3948	68337
989	3951	68323
990	3955	68319
991	3959	68318
992	3965	68351
993	3969	68334
994	3974	68354
995	3978	68342
996	3981	68322
997	3985	68320
998	3988	68306
999	3992	68291
1000	3995	68281
1001	4000	68284
1002	4003	68279
1003	4007	68274
1004	4013	68299
1005	4017	68291
1006	4020	68280
1007	4025	68291
1008	4031	68315
1009	4035	68317
1010	4039	68315
1011	4045	68338
1012	4049	68332
1013	4054	68338
1014	4058	68334
1015	4062	68335
1016	4065	68316
1017	4069	68312
1018	4073	68312
1019	4077	68302
1020	4080	68293
1021	4085	68296
1022	4089	68291
1023	4093	68282
1024	4096	68275
1025	4100	68261
1026	4104	68258
1027	4107	68242
1028	4111	68237
1029	4116	68253
1030	4121	68258
1031	4127	68285
1032	4135	68358
1033	4139	68344
1034	4142	68336
1035	4146	68323
1036	4149	68301
1037	4153	68301
1038	4156	68284
1039	4160	68270
1040	4163	68258
1041	4167	68252
1042	4172	68263
1043	4176	68260
1044	4180	68249
1045	4183	68243
1046	4187	68234
1047	4194	68271
1048	4197	68263
1049	4201	68257
1050	4205	68246
1051	4209	68246
1052	4213	68240
1053	4216	68227
1054	4221	68238
1055	4225	68228
1056	4228	68213
1057	4234	68236
1058	4240	68260
1059	4244	68253
1060	4247	68242
1061	4251	68231
1062	4254	68213
1063	4257	68201
1064	4261	68187
1065	4264	68176
1066	4267	68158
1067	4270	68136
1068	4273	68118
1069	4280	68149
1070	4283	68139
1071	4287	68137
1072	4291	68126
1073	4294	68113
1074	4298	68104
1075	4302	68097
1076	4307	68106
1077	4312	68118
1078	4315	68107
1079	4319	68099
1080	4322	68082
1081	4325	68063
1082	4329	68049
1083	4332	68034
1084	4335	68020
1085	4338	68005
1086	4342	67998
1087	4346	67994
1088	4350	67987
1089	4354	67982
1090	4358	67977
1091	4362	67977
1092	4368	68004
1093	4372	68001
1094	4376	67985
1095	4379	67978
1096	4383	67969
1097	4386	67954
1098	4390	67945
1099	4393	67932
1100	4397	67918
1101	4401	67924
1102	4405	67913
1103	4410	67927
1104	4414	67924
1105	4417	67907
1106	4421	67900
1107	4425	67896
1108	4428	67879
1109	4432	67868
1110	4435	67851
1111	4438	67839
1112	4442	67827
1113	4446	67834
1114	4451	67834
1115	4455	67834
1116	4458	67816
1117	4462	67815
1118	4467	67822
1119	4472	67827
1120	4475	67822
1121	4479	67816
1122	4485	67835
1123	4489	67835
1124	4493	67834
1125	4499	67860
1126	4504	67866
1127	4508	67868
1128	4512	67855
1129	4515	67841
1130	4519	67837
1131	4523	67829
1132	4527	67822
1133	4531	67817
1134	4535	67816
1135	4538	67806
1136	4543	67808
1137	4548	67820
1138	4551	67801
1139	4554	67790
1140	4558	67775
1141	4561	67758
1142	4564	67750
1143	4568	67745
1144	4571	67728
1145	4575	67720
1146	4580	67725
1147	4583	67705
1148	4586	67688
1149	4589	67677
1150	4592	67658
1151	4596	67648
1152	4599	67638
1153	4603	67626
1154	4606	67609
1155	4609	67598
1156	4613	67590
1157	4617	67585
1158	4620	67568
1159	4624	67558
1160	4627	67544
1161	4631	67533
1162	4636	67548
1163	4641	67555
1164	4644	67549
1165	4648	67538
1166	4651	67525
1167	4655	67515
1168	4659	67507
1169	4663	67502
1170	4667	67499
1171	4670	67493
1172	4675	67504
1173	4679	67496
1174	4683	67492
1175	4688	67496
1176	4693	67512
1177	4697	67505
1178	4701	67504
1179	4705	67496
1180	4708	67477
1181	4712	67475
1182	4718	67496
1183	4722	67501
1184	4726	67497
1185	4730	67495
1186	4735	67505
1187	4739	67504
1188	4743	67497
1189	4748	67497
1190	4751	67489
1191	4755	67489
1192	4760	67486
1193	4765	67507
1194	4771	67521
1195	4775	67519
1196	4779	67520
1197	4784	67530
1198	4787	67518
1199	4791	67506
1200	4795	67500
1201	4799	67498
1202	4803	67491
1203	4807	67493
1204	4811	67491
1205	4815	67490
1206	4819	67478
1207	4823	67475
1208	4827	67470
1209	4831	67465
1210	4834	67456
1211	4837	67439
1212	4841	67425
1213	4843	67402
1214	4847	67391
1215	4850	67380
1216	4854	67367
1217	4858	67364
1218	4862	67365
1219	4866	67358
1220	4869	67343
1221	4873	67343
1222	4876	67328
1223	4880	67318
1224	4884	67311
1225	4888	67307
1226	4892	67302
1227	4895	67294
1228	4901	67306
1229	4904	67298
1230	4908	67295
1231	4912	67288
1232	4917	67298
1233	4920	67284
1234	4925	67287
1235	4929	67285
1236	4934	67289
1237	4938	67287
1238	4942	67282
1239	4946	67287
1240	4950	67277
1241	4953	67268
1242	4957	67252
1243	4959	67232
1244	4963	67222
1245	4966	67201
1246	4969	67191
1247	4973	67181
1248	4976	67175
1249	4980	67171
1250	4985	67174
1251	4989	67174
1252	4993	67166
1253	4996	67150
1254	4999	67134
1255	5003	67129
1256	5007	67123
1257	5011	67115
1258	5014	67101
1259	5017	67084
1260	5020	67068
1261	5023	67056
1262	5028	67064
1263	5032	67061
1264	5035	67045
1265	5038	67027
1266	5043	67037
1267	5047	67032
1268	5052	67044
1269	5056	67030
1270	5059	67021
1271	5063	67012
1272	5067	67011
1273	5071	67006
1274	5074	66991
1275	5078	66989
1276	5083	66997
1277	5087	66995
1278	5091	66991
1279	5095	66984
1280	5098	66973
1281	5102	66966
1282	5105	66952
1283	5110	66951
1284	5113	66942
1285	5116	66926
1286	5120	66923
1287	5124	66911
1288	5127	66894
1289	5130	66881
1290	5133	66870
1291	5137	66859
1292	5140	66847
1293	5144	66846
1294	5148	66838
1295	5151	66825
1296	5156	66827
1297	5159	66819
1298	5162	66802
1299	5166	66796
1300	5170	66791
1301	5174	66787
1302	5177	66774
1303	5181	66768
1304	5184	66755
1305	5188	66751
1306	5192	66743
1307	5196	66744
1308	5200	66738
1309	5204	66729
1310	5210	66752
1311	5214	66751
1312	5219	66759
1313	5223	66753
1314	5228	66766
1315	5233	66770
1316	5238	66778
1317	5241	66767
1318	5246	66780
1319	5252	66792
1320	5257	66804
1321	5262	66820
1322	5269	66850
1323	5274	66863
1324	5279	66866
1325	5284	66874
1326	5288	66873
1327	5293	66879
1328	5299	66905
1329	5306	66933
1330	5310	66931
1331	5315	66945
1332	5319	66937
1333	5323	66932
1334	5327	66928
1335	5331	66928
1336	5335	66922
1337	5339	66916
1338	5343	66912
1339	5348	66920
1340	5352	66917
1341	5355	66909
1342	5359	66899
1343	5363	66894
1344	5367	66895
1345	5371	66893
1346	5376	66895
1347	5381	66901
1348	5384	66890
1349	5388	66888
1350	5393	66894
1351	5399	66909
1352	5403	66916
1353	5409	66929
1354	5413	66926
1355	5416	66916
1356	5420	66906
1357	5425	66917
1358	5430	66926
1359	5434	66915
1360	5438	66921
1361	5442	66917
1362	5447	66916
1363	5451	66913
1364	5454	66901
1365	5460	66923
1366	5466	66946
1367	5471	66943
1368	5476	66952
1369	5479	66947
1370	5483	66941
1371	5488	66940
1372	5494	66969
1373	5498	66957
1374	5501	66946
1375	5505	66937
1376	5508	66932
1377	5515	66952
1378	5518	66946
1379	5522	66940
1380	5526	66931
1381	5530	66936
1382	5534	66931
1383	5538	66927
1384	5542	66915
1385	5545	66906
1386	5549	66902
1387	5553	66892
1388	5557	66886
1389	5560	66875
1390	5565	66878
1391	5568	66871
1392	5573	66877
1393	5577	66870
1394	5580	66856
1395	5584	66845
1396	5588	66842
1397	5591	66832
1398	5594	66816
1399	5598	66809
1400	5602	66802
1401	5605	66793
1402	5609	66782
1403	5612	66767
1404	5615	66753
1405	5619	66747
1406	5622	66738
1407	5626	66730
1408	5630	66725
1409	5633	66714
1410	5638	66715
1411	5644	66733
1412	5649	66741
1413	5653	66740
1414	5657	66735
1415	5661	66730
1416	5664	66724
1417	5668	66718
1418	5672	66714
1419	5677	66719
1420	5681	66712
1421	5685	66711
1422	5690	66714
1423	5694	66720
1424	5699	66720
1425	5702	66712
1426	5706	66706
1427	5711	66712
1428	5716	66719
1429	5721	66719
1430	5725	66719
1431	5728	66707
1432	5732	66704
1433	5737	66707
1434	5742	66722
1435	5749	66745
1436	5753	66741
1437	5757	66738
1438	5761	66736
1439	5765	66729
1440	5769	66729
1441	5773	66723
1442	5777	66718
1443	5781	66711
1444	5785	66708
1445	5789	66709
1446	5794	66709
1447	5798	66709
1448	5802	66701
1449	5806	66702
1450	5810	66699
1451	5813	66684
1452	5818	66691
1453	5822	66684
1454	5827	66698
1455	5832	66703
1456	5837	66703
1457	5840	66696
1458	5843	66678
1459	5846	66665
1460	5850	66652
1461	5853	66643
1462	5857	66633
1463	5860	66624
1464	5864	66615
1465	5867	66605
1466	5870	66591
1467	5874	66585
1468	5878	66580
1469	5882	66573
1470	5885	66557
1471	5888	66545
1472	5892	66540
1473	5895	66531
1474	5899	66518
1475	5902	66509
1476	5905	66496
1477	5908	66481
1478	5912	66476
1479	5916	66465
1480	5919	66454
1481	5923	66444
1482	5926	66439
1483	5929	66423
1484	5933	66412
1485	5936	66397
1486	5939	66385
1487	5943	66377
1488	5946	66369
1489	5950	66364
1490	5954	66356
1491	5957	66343
1492	5960	66331
1493	5964	66323
1494	5967	66313
1495	5971	66300
1496	5974	66293
1497	5978	66281
1498	5981	66270
1499	5984	66258
1500	5988	66247
1501	5991	66234
1502	5994	66224
1503	5998	66221
1504	6002	66218
1505	6006	66214
1506	6010	66208
1507	6014	66203
1508	6018	66199
1509	6022	66195
1510	6026	66188
1511	6030	66191
1512	6035	66190
1513	6038	66181
1514	6042	66175
1515	6046	66174
1516	6050	66164
1517	6053	66152
1518	6058	66155
1519	6062	66151
1520	6065	66146
1521	6069	66137
1522	6072	66126
1523	6076	66115
1524	6079	66107
1525	6083	66097
1526	6086	66085
1527	6090	66082
1528	6093	66068
1529	6096	66052
1530	6099	66043
1531	6103	66036
1532	6106	66021
1533	6109	66006
1534	6112	65991
1535	6115	65976
1536	6118	65959
1537	6120	65940
1538	6124	65927
1539	6127	65920
1540	6133	65940
1541	6137	65929
1542	6140	65916
1543	6143	65901
1544	6146	65883
1545	6149	65874
1546	6153	65869
1547	6157	65864
1548	6161	65858
1549	6165	65856
1550	6169	65853
1551	6172	65846
1552	6176	65839
1553	6180	65838
1554	6185	65843
1555	6190	65843
1556	6194	65849
1557	6198	65839
1558	6201	65826
1559	6206	65828
1560	6209	65819
1561	6213	65813
1562	6216	65803
1563	6220	65797
1564	6224	65789
1565	6228	65785
1566	6231	65776
1567	6235	65766
1568	6240	65773
1569	6243	65764
1570	6247	65758
1571	6250	65749
1572	6254	65742
1573	6258	65734
1574	6261	65726
1575	6265	65719
1576	6268	65704
1577	6272	65697
1578	6275	65691
1579	6280	65694
1580	6283	65678
1581	6286	65665
1582	6290	65662
1583	6293	65652
1584	6297	65645
1585	6301	65645
1586	6305	65635
1587	6310	65645
1588	6314	65645
1589	6319	65648
1590	6323	65644
1591	6327	65636
1592	6330	65623
1593	6333	65612
1594	6336	65602
1595	6340	65590
1596	6344	65588
1597	6347	65576
1598	6350	65563
1599	6353	65552
1600	6357	65541
1601	6361	65539
1602	6364	65529
1603	6367	65515
1604	6371	65508
1605	6374	65497
1606	6379	65499
1607	6382	65488
1608	6386	65485
1609	6389	65474
1610	6393	65469
1611	6398	65470
1612	6402	65467
1613	6406	65462
1614	6409	65455
1615	6413	65447
1616	6416	65437
1617	6419	65424
1618	6422	65411
1619	6425	65395
1620	6428	65383
1621	6432	65373
1622	6436	65369
1623	6440	65366
1624	6444	65363
1625	6449	65376
1626	6454	65375
1627	6457	65364
1628	6461	65360
1629	6467	65373
1630	6470	65365
1631	6475	65370
1632	6478	65360
1633	6482	65350
1634	6487	65356
1635	6491	65354
1636	6494	65344
1637	6499	65344
1638	6502	65334
1639	6506	65327
1640	6509	65313
1641	6512	65303
1642	6516	65296
1643	6519	65290
1644	6523	65280
1645	6526	65264
1646	6529	65256
1647	6532	65245
1648	6536	65241
1649	6541	65247
1650	6545	65239
1651	6549	65237
1652	6553	65233
1653	6557	65230
1654	6562	65233
1655	6565	65223
1656	6569	65217
1657	6574	65227
1658	6577	65215
1659	6580	65202
1660	6584	65190
1661	6587	65183
1662	6590	65171
1663	6593	65153
1664	6596	65144
1665	6600	65138
1666	6603	65128
1667	6607	65117
1668	6610	65106
1669	6613	65098
1670	6617	65086
1671	6620	65073
1672	6624	65073
1673	6627	65062
1674	6632	65064
1675	6636	65061
1676	6640	65055
1677	6643	65043
1678	6646	65035
1679	6650	65026
1680	6654	65022
1681	6657	65010
1682	6660	64999
1683	6664	64992
1684	6667	64979
1685	6670	64972
1686	6673	64958
1687	6676	64946
1688	6680	64936
1689	6684	64936
1690	6689	64936
